MGRNU,HOL,VEL,AW_SN_QUA,N_LENX_CDE,GU_CDE,lat,lon
06-0000031608,0,0,0,1,590,37.6383524,126.9193321
06-0000031719,0,0,0,1,0,37.47408031,126.8814972
06-0000031720,0,0,0,1,0,37.50968257,126.9239806
06-0000031835,0,0,0,1,380,37.6146641,127.0957261
06-0000031836,0,0,0,1,380,37.61455177,127.0957424
06-0000031837,0,0,0,1,540,37.61424779,127.0960578
06-0000031840,0,0,0,1,260,37.61868616,127.0156114
06-0000031841,0,0,0,1,260,37.51451522,126.8414635
06-0000031842,0,0,4,6,260,37.51457599,126.8415104
06-0000031942,0,0,4,6,530,37.51454477,126.8413973
06-0000031943,0,0,4,1,300,37.51336013,126.9386297
06-0000031945,0,0,4,6,470,37.5135341,126.9400427
06-0000032010,0,0,0,1,740,37.58308091,126.8850874
06-0000031818,0,0,4,1,440,37.58230909,126.8875203
06-0000031916,0,0,0,1,350,37.5434146,127.0518841
06-0000032005,0,0,0,1,200,37.58259149,127.0292027
06-0000031919,0,0,4,1,350,37.53841009,126.9707516
06-0000031832,0,0,4,1,380,37.48652655,126.9349995
06-0000031933,0,0,0,1,290,37.60986159,127.0384362
06-0000031596,0,0,0,1,440,37.56775041,126.8792601
06-0000031608,0,0,4,1,590,37.63828785,126.9190738
06-0000031839,0,0,0,1,0,37.50741691,126.8631608
06-0000031946,0,0,4,6,470,37.50700063,126.9174464
06-0000031947,0,0,4,6,470,37.50611946,126.9169733
06-0000031948,0,0,4,6,470,37.50616166,126.9171331
06-0000031609,0,0,2,1,590,37.54569676,126.9276348
06-0000031610,0,0,4,1,590,37.54562466,126.9287832
06-0000032004,0,0,0,1,200,37.58239712,127.0294365
06-0000031826,0,0,0,1,290,37.58283924,127.029881
06-0000031920,0,0,0,1,290,37.54744571,127.0737397
06-0000031925,0,0,0,1,170,37.68729819,127.0530706
06-0000031594,0,0,2,1,590,37.63827432,126.9188381
06-0000031929,0,0,0,1,290,37.60947711,127.0389079
06-0000031934,0,0,0,1,290,37.609991,127.0382926
06-0000031939,0,0,0,1,290,37.57380466,126.8831969
06-0000031598,0,0,0,1,440,37.56798264,126.8789705
06-0000031602,0,0,0,1,440,37.57131711,126.8821712
06-0000031721,0,0,0,1,0,37.68979372,127.0551068
06-0000032001,0,0,0,1,200,37.542043,127.0526851
06-0000031699,0,0,0,1,380,37.46522127,126.8883628
06-0000031797,0,0,0,1,320,37.55470254,126.9367508
06-0000031801,0,0,0,1,440,37.68977946,127.0547347
06-0000031904,0,0,0,1,0,37.56678958,126.9843848
06-0000031995,0,0,0,1,140,37.5095399,127.1204937
06-0000031709,0,0,0,1,200,37.53204471,126.9907266
06-0000031806,0,0,0,1,170,37.68758114,127.053799
06-0000031810,0,0,0,1,650,37.68653151,127.0528634
06-0000031912,0,0,0,1,350,37.56683163,126.9838333
06-0000031713,0,0,0,1,350,37.58288856,126.8862996
06-0000031817,0,0,4,1,440,37.58303124,126.8880722
06-0000031821,0,0,0,1,440,37.68639562,127.0531858
06-0000031900,0,0,0,1,0,37.56710397,126.9834899
06-0000031902,0,0,0,1,0,37.56691248,126.9829232
06-0000031989,0,0,0,1,140,37.63480123,126.92056
06-0000031990,0,0,0,1,140,37.59487807,127.0765867
06-0000031992,0,0,0,1,140,37.59460608,127.0753751
06-0000031697,0,0,0,1,380,37.46524689,126.8882202
06-0000031700,0,0,4,1,260,37.46488671,126.8875182
06-0000031794,0,0,0,1,540,37.65155754,127.0467839
06-0000031795,0,0,0,1,540,37.55614624,126.9343007
06-0000031796,0,0,0,1,540,37.55533235,126.936035
06-0000031798,0,0,0,1,320,37.53151065,126.9903636
06-0000031799,0,0,2,6,410,37.68941537,127.0544902
06-0000031800,0,0,2,6,440,37.68942941,127.0547707
06-0000031903,0,0,0,1,0,37.68773023,127.0538266
06-0000031905,0,0,0,1,0,37.5673465,126.9846227
06-0000031906,0,0,0,1,350,37.56701953,126.9831833
06-0000031907,0,0,0,1,350,37.5665778,126.9845381
06-0000031994,0,0,0,1,140,37.5940114,127.0726845
06-0000031997,0,0,0,1,140,37.55749011,127.030598
06-0000031702,0,0,4,1,260,37.55741685,127.0304905
06-0000031704,0,0,0,1,710,37.55741239,127.0308026
06-0000031705,0,0,0,1,710,37.55654369,127.0331069
06-0000031707,0,0,0,1,200,37.53300848,126.9893346
06-0000031708,0,0,0,1,200,37.53303362,126.9905636
06-0000031804,0,0,0,1,170,37.56392554,127.0566418
06-0000031805,0,0,0,1,170,37.50594435,127.0044122
06-0000031807,0,0,0,1,440,37.68764463,127.0539063
06-0000031809,0,0,4,1,200,37.68774007,127.0551132
06-0000031908,0,0,0,1,350,37.68664897,127.0530105
06-0000031909,0,0,0,1,350,37.5419627,127.0519279
06-0000031910,0,0,0,1,350,37.54210287,127.0519502
06-0000031911,0,0,0,1,350,37.54241311,127.0522536
06-0000032006,0,0,0,1,200,37.5613898,127.1802805
06-0000032007,0,0,0,1,200,37.68680331,127.0520766
06-0000031741,0,0,0,1,590,37.50861071,126.905675
06-0000031742,0,0,4,1,300,37.50779257,126.965259
06-0000032003,0,0,0,1,200,37.68702226,127.0532617
06-0000031833,0,0,4,1,410,37.61184124,127.0406541
06-0000031607,0,0,0,1,440,37.68982272,127.0531244
06-0000031988,0,0,4,1,740,37.63603007,126.9189688
06-0000031706,0,0,0,1,200,37.68668968,127.0517639
06-0000032008,0,0,0,1,200,37.68692877,127.0525971
06-0000031901,0,0,0,1,0,37.56690526,126.9831428
06-0000031701,0,0,0,1,260,37.6517023,127.0464208
06-0000031802,0,0,0,1,170,37.68765262,127.053718
06-0000031996,0,0,0,1,140,37.50946862,127.1204498
06-0000031711,0,0,0,1,0,37.55499987,126.9364133
06-0000031723,0,0,0,1,0,37.61320127,127.0999974
06-0000031724,0,0,0,1,0,37.6129548,127.0998681
06-0000031725,0,0,0,1,0,37.61315028,127.0997582
06-0000031845,0,0,4,1,260,37.61243597,127.0998635
06-0000031846,0,0,4,1,260,37.61408537,127.1003172
06-0000031848,0,0,4,1,260,37.61402509,127.100604
06-0000031850,0,0,4,1,260,37.61297223,127.1010935
06-0000031851,0,0,4,1,260,37.61068903,127.1011464
06-0000031852,0,0,4,1,260,37.60826492,127.0999836
06-0000031853,0,0,4,1,260,37.6128525,127.0966624
06-0000031856,0,0,4,1,260,37.5690343,127.1788456
06-0000031858,0,0,4,1,260,37.51382724,126.9440269
06-0000031859,0,0,4,1,260,37.51369972,126.9440443
06-0000031949,0,0,0,1,740,37.51388862,126.9445085
06-0000031950,0,0,0,1,740,37.51375609,126.9445162
06-0000031620,0,0,0,1,590,37.56731861,126.9714163
06-0000031620,0,0,2,1,590,37.56738234,126.9713722
06-0000031621,0,0,2,1,590,37.48174195,126.9986927
06-0000031726,0,0,0,1,0,37.48349243,126.9971186
06-0000031727,0,0,0,1,140,37.48359507,126.9971167
06-0000031728,0,0,0,1,140,37.48365078,126.9970148
06-0000031731,0,0,0,1,650,37.48420987,126.9967036
06-0000031732,0,0,0,1,650,37.61365571,127.0978975
06-0000031733,0,0,0,1,650,37.55691659,126.9469192
06-0000031734,0,0,0,1,650,37.55675887,126.9468099
06-0000031735,0,0,0,1,650,37.69121886,127.0548319
06-0000031860,0,0,4,1,260,37.52073925,126.9124719
06-0000031861,0,0,2,1,410,37.56915002,127.1791029
06-0000031863,0,0,2,6,0,37.56637601,127.1792514
06-0000031864,0,0,0,1,0,37.5339836,126.8696823
06-0000031865,0,0,0,6,740,37.53497461,126.8697546
06-0000031951,0,0,0,1,740,37.56866964,126.8504091
06-0000031952,0,0,0,1,740,37.55276789,126.8444225
06-0000031624,0,0,0,1,470,37.51286369,126.9494898
06-0000031625,0,0,0,1,470,37.51273795,126.9494466
06-0000031629,0,0,0,1,500,37.51280782,126.9507567
06-0000031630,0,0,2,1,500,37.48448144,126.9973251
06-0000031631,0,0,0,1,590,37.48446896,126.9974512
06-0000031632,0,0,2,1,590,37.48431017,126.9976519
06-0000031633,0,0,2,1,590,37.50513774,126.9444177
06-0000031738,0,0,0,1,650,37.50513737,126.9434244
06-0000031739,0,0,0,1,650,37.50444359,126.9430963
06-0000031855,0,0,4,1,260,37.56919673,127.1789341
06-0000031622,0,0,2,1,590,37.48173264,126.9985942
06-0000031729,0,0,0,1,650,37.48353426,126.9970125
06-0000031736,0,0,0,1,650,37.6920929,127.0548687
06-0000031953,0,0,0,1,740,37.51297773,126.9481833
06-0000031635,0,0,2,1,590,37.61323307,127.0374876
06-0000031976,0,0,0,1,540,37.52163942,126.8350387
06-0000032559,0,0,4,1,470,37.67776414,127.0461028
06-0000032569,0,0,0,1,320,37.50004736,126.8887256
06-0000032922,0,0,0,1,680,37.53292651,126.8731603
06-0000032586,0,0,4,6,620,37.50863544,127.0614309
06-0000032587,0,0,0,1,470,37.50860063,127.0613234
06-0000031971,0,0,0,1,260,37.55169032,127.1549795
06-0000031678,0,0,4,1,290,37.55533697,126.9213662
06-0000031682,0,0,0,1,230,37.6893193,127.051528
06-0000031975,0,0,0,1,540,37.52172103,126.8349906
06-0000032555,0,0,0,1,470,37.52194995,126.8358569
06-0000032561,0,0,0,1,470,37.534525,126.8801749
06-0000032566,0,0,0,1,470,37.47762443,127.1321159
06-0000032571,0,0,0,1,320,37.47802702,127.1302122
06-0000032728,0,0,0,1,530,37.46072854,126.9191719
06-0000032572,0,0,4,1,620,37.52805303,126.8679353
06-0000032578,0,0,0,1,470,37.5323865,126.88084
06-0000032584,0,0,0,1,470,37.49357338,127.063511
06-0000032740,0,0,0,1,680,37.53269952,126.8714681
06-0000032589,0,0,0,1,470,37.65138473,127.0283462
06-0000032588,0,0,4,1,470,37.65144753,127.0285524
06-0000032590,0,0,0,1,470,37.65134952,127.0286035
06-0000032591,0,0,0,1,470,37.51761532,127.0226039
06-0000032593,0,0,0,1,680,37.51736676,127.0230229
06-0000032594,0,0,0,1,320,37.51691849,127.0219915
06-0000032596,0,0,0,1,320,37.51641887,127.0207602
06-0000032744,0,0,0,1,680,37.51794512,127.0233767
06-0000032745,0,0,0,1,680,37.51824301,127.0240753
06-0000032746,0,0,0,1,680,37.60218561,127.0414222
06-0000032747,0,0,0,1,680,37.59997207,127.0291682
06-0000032749,0,0,0,1,680,37.67220569,127.0830512
06-0000032750,0,0,0,1,680,37.67249051,127.0830575
06-0000033110,0,0,4,6,290,37.60013986,127.0310331
06-0000032600,0,0,0,1,350,37.59960818,127.0321934
06-0000032601,0,0,0,1,350,37.60032038,127.0313824
06-0000031740,0,0,0,1,650,37.5432718,126.8388537
06-0000031892,0,0,0,1,0,37.56677662,126.9856992
06-0000031893,0,0,0,1,0,37.50468513,127.0491569
06-0000031979,0,0,0,1,140,37.52187811,126.8353984
06-0000031980,0,0,0,1,140,37.52179591,126.83545
06-0000031981,0,0,0,1,140,37.52196562,126.8357556
06-0000032554,0,0,4,6,680,37.52203662,126.8358062
06-0000032556,0,0,0,1,470,37.5221958,126.836222
06-0000032557,0,0,0,1,470,37.52210752,126.8362748
06-0000032558,0,0,0,1,470,37.6776438,127.046149
06-0000032560,0,0,0,1,470,37.53459724,126.8802918
06-0000032562,0,0,0,1,470,37.53392043,126.8805518
06-0000032563,0,0,0,1,470,37.67621837,127.0457968
06-0000032564,0,0,0,1,320,37.67649998,127.0458663
06-0000032565,0,0,0,1,320,37.67632014,127.0469059
06-0000032567,0,0,0,1,470,37.47649702,127.1290656
06-0000032568,0,0,0,1,470,37.5001476,126.8889166
06-0000032570,0,0,0,1,320,37.47733942,127.1278693
06-0000031614,0,0,2,6,440,37.51337289,126.9402086
06-0000031722,0,0,0,1,0,37.6137139,127.0980593
06-0000031847,0,0,4,1,260,37.61414423,127.1005344
06-0000031963,0,0,0,1,0,37.57476299,127.0373197
06-0000031964,0,0,0,1,740,37.57485968,127.0373971
06-0000031965,0,0,0,1,740,37.57667491,127.0375048
06-0000031658,0,0,2,6,230,37.57608603,127.0374795
06-0000031659,0,0,4,6,230,37.57600423,127.0373725
06-0000031661,0,0,0,1,230,37.57561828,127.0373636
06-0000031664,0,0,0,1,230,37.50935386,126.954894
06-0000031665,0,0,0,1,230,37.5040793,126.9393263
06-0000031666,0,0,0,1,230,37.55400831,126.9200385
06-0000031667,0,0,4,6,230,37.55384487,126.9196068
06-0000031762,0,0,1,1,440,37.61537009,127.0958346
06-0000031764,0,0,4,1,590,37.68853545,127.0510698
06-0000031767,0,0,2,6,440,37.56607445,127.177447
06-0000031879,0,0,2,1,260,37.57551885,127.0374342
06-0000031880,0,0,0,1,260,37.57671725,127.0364752
06-0000031884,0,0,0,1,0,37.63938797,127.0279134
06-0000031967,0,0,0,1,740,37.53635928,127.0604109
06-0000031968,0,0,0,1,740,37.56108282,127.0482168
06-0000031668,0,0,0,1,230,37.56393309,127.0356065
06-0000031670,0,0,0,1,300,37.50435592,127.0151009
06-0000031672,0,0,0,1,200,37.55902167,126.9269406
06-0000031673,0,0,0,1,200,37.68864777,127.0511273
06-0000031838,0,0,0,1,560,37.61436607,127.0962711
06-0000031843,0,0,4,1,260,37.5145895,126.8414443
06-0000031611,0,0,4,1,560,37.54552628,126.928651
06-0000031745,0,0,0,1,590,37.69073072,127.0509061
06-0000031844,0,0,4,1,260,37.61303053,127.1000724
06-0000031730,0,0,0,1,650,37.48336303,126.9965956
06-0000031869,0,0,0,1,590,37.50199497,126.859157
06-0000031638,0,0,4,1,710,37.69075285,127.0512091
06-0000031960,0,0,4,6,560,37.68067205,127.0545169
06-0000031652,0,0,0,1,300,37.53460681,126.8968503
06-0000031876,0,0,0,1,350,37.57632,127.0350345
06-0000031662,0,0,2,6,230,37.54918131,126.9131802
06-0000031765,0,0,4,1,590,37.56588714,127.1776383
06-0000031669,0,0,0,1,230,37.54499114,127.1427056
06-0000031612,0,0,2,1,560,37.51333377,126.9400466
06-0000031613,0,0,4,1,560,37.51336557,126.9403767
06-0000031616,0,0,0,1,440,37.68970298,127.0532372
06-0000031617,0,0,4,1,590,37.68994612,127.0532382
06-0000031618,0,0,4,1,590,37.69072785,127.0532367
06-0000032445,0,0,0,1,300,37.61166948,126.9374907
06-0000032450,0,0,0,1,380,37.63139278,127.0373493
06-0000032454,0,0,0,1,380,37.59824657,127.0301243
06-0000032460,0,0,0,1,300,37.5665508,126.9610072
06-0000032792,0,0,0,1,410,37.51267742,126.8972723
06-0000032795,0,0,0,1,410,37.59772804,127.0312056
06-0000032464,0,0,4,6,290,37.599848,127.0291158
06-0000032643,0,0,0,1,140,37.59913111,127.0294014
06-0000032648,0,0,0,1,290,37.59801925,127.0302961
06-0000032653,0,0,0,1,290,37.55885191,127.1492309
06-0000032480,0,0,0,1,290,37.55458293,127.0138892
06-0000032659,0,0,0,1,140,37.59759163,127.031307
06-0000032664,0,0,0,1,290,37.60213637,126.9820916
06-0000032668,0,0,0,1,290,37.60078458,127.0298037
06-0000032674,0,0,4,1,290,37.60061623,127.0307112
06-0000032677,0,0,0,1,290,37.60098059,127.0308135
06-0000032680,0,0,0,1,290,37.63864582,127.028874
06-0000032681,0,0,0,1,290,37.54178346,127.0032884
06-0000032683,0,0,0,1,290,37.55569864,127.1655288
06-0000032685,0,0,0,1,290,37.55598971,127.1656537
06-0000032686,0,0,0,1,290,37.54461763,126.8884263
06-0000032688,0,0,0,1,290,37.54509842,126.8895987
06-0000032689,0,0,4,1,110,37.54556663,126.8895428
06-0000032690,0,0,4,1,300,37.54560907,126.8894731
06-0000032514,0,0,0,1,740,37.67733353,127.0487921
06-0000032516,0,0,0,1,560,37.49833272,127.029509
06-0000032517,0,0,0,1,560,37.67802508,127.0462255
06-0000032518,0,0,0,1,560,37.49937602,127.0328825
06-0000032520,0,0,0,1,560,37.64399355,127.0212445
06-0000032521,0,0,0,1,560,37.48200542,127.1305172
06-0000032523,0,0,0,1,680,37.48206576,127.1308086
06-0000032524,0,0,0,1,680,37.48281111,127.1311956
06-0000032525,0,0,0,1,320,37.50062745,127.0355589
06-0000032527,0,0,0,6,680,37.50084079,127.0366718
06-0000032691,0,0,4,1,300,37.50032224,127.0346468
06-0000032692,0,0,0,1,710,37.61258911,127.0312422
06-0000032693,0,0,4,1,300,37.50097609,127.0371108
06-0000032528,0,0,0,1,680,37.50573183,126.890419
06-0000032529,0,0,4,1,680,37.50566808,126.8903005
06-0000032530,0,0,4,1,680,37.50567314,126.8903104
06-0000032531,0,0,0,1,680,37.53575693,126.880897
06-0000032533,0,0,4,1,680,37.61145848,127.0328769
06-0000032603,0,0,0,1,290,37.59914422,127.0318886
06-0000032604,0,0,0,1,290,37.51888245,127.0261189
06-0000032606,0,0,0,1,290,37.51834872,127.0253988
06-0000032607,0,0,0,1,290,37.51912992,127.0262313
06-0000032608,0,0,0,1,290,37.51876915,127.0263828
06-0000032752,0,0,4,6,680,37.59985279,127.0327933
06-0000032754,0,0,0,1,680,37.59971206,127.0328594
06-0000032755,0,0,0,1,680,37.59981235,127.0329329
06-0000032610,0,0,4,1,290,37.59985881,127.0336674
06-0000032611,0,0,0,1,290,37.59992378,127.0336902
06-0000032612,0,0,4,1,290,37.47031137,126.8917087
06-0000032614,0,0,0,1,290,37.51986049,127.0278317
06-0000032615,0,0,0,1,290,37.52042777,127.0303633
06-0000032616,0,0,0,1,290,37.52001566,127.0283029
06-0000032762,0,0,0,1,540,37.46275305,126.9049394
06-0000032763,0,0,0,1,680,37.46265717,126.9051317
06-0000032764,0,0,4,6,680,37.59981303,127.0332623
06-0000032765,0,0,0,1,680,37.59934467,127.0329722
06-0000032767,0,0,0,1,680,37.59921362,127.0328079
06-0000032770,0,0,0,1,540,37.59880374,127.0330127
06-0000032618,0,0,0,1,290,37.59811687,127.0331349
06-0000032620,0,0,0,1,290,37.46273049,126.9054884
06-0000032621,0,0,0,1,290,37.46262525,126.9057372
06-0000032623,0,0,0,1,290,37.56660549,126.9644683
06-0000032625,0,0,0,1,290,37.45360856,126.9012397
06-0000032626,0,0,0,1,290,37.45287407,126.9015277
06-0000032771,0,0,0,1,540,37.45235128,126.9017276
06-0000032773,0,0,0,1,540,37.44759018,126.9053451
06-0000032775,0,0,0,1,540,37.5668795,126.9636148
06-0000032776,0,0,0,1,540,37.56691755,126.963493
06-0000032778,0,0,0,1,540,37.56666297,126.9622855
06-0000032779,0,0,0,1,540,37.56659697,126.9621503
06-0000032780,0,0,0,1,410,37.56672346,126.9610071
06-0000032781,0,0,0,1,410,37.56661183,126.9628994
06-0000031886,0,0,0,1,0,37.58095241,127.0840832
06-0000031890,0,0,0,1,0,37.56739424,126.9857104
06-0000032741,0,0,0,1,680,37.53291069,126.8721776
06-0000032595,0,0,0,1,320,37.51663313,127.0213107
06-0000032751,0,0,0,1,680,37.60010999,127.0308963
06-0000032605,0,0,0,1,290,37.51790738,127.0242947
06-0000032759,0,0,0,1,680,37.5999885,127.0335911
06-0000032617,0,0,0,1,290,37.5210482,127.0316684
06-0000032768,0,0,0,1,540,37.59876714,127.0328905
06-0000032619,0,0,0,1,290,37.59802029,127.0331332
06-0000032774,0,0,0,1,410,37.56698551,126.9641745
06-0000032726,0,0,0,1,710,37.47914163,127.1296241
06-0000032727,0,0,0,1,710,37.47826827,127.130273
06-0000032729,0,0,0,1,530,37.52090208,126.8410516
06-0000032730,0,0,0,1,710,37.527653,126.8672416
06-0000032731,0,0,0,1,710,37.52783314,126.8673751
06-0000032733,0,0,0,1,710,37.52782988,126.867577
06-0000032734,0,0,0,1,710,37.52795819,126.8677688
06-0000032574,0,0,0,1,470,37.52794922,126.8691246
06-0000032575,0,0,0,1,470,37.50877654,127.062866
06-0000032576,0,0,0,1,470,37.50851417,127.0629796
06-0000032577,0,0,0,1,470,37.53238906,126.8807023
06-0000032579,0,0,4,1,470,37.49154448,127.0726826
06-0000032580,0,0,4,1,470,37.50583023,127.0044021
06-0000032581,0,0,4,6,680,37.64547046,126.923418
06-0000032585,0,0,0,1,470,37.52063645,127.0303902
06-0000032735,0,0,4,6,680,37.46118417,126.9221839
06-0000032737,0,0,0,1,650,37.53268591,126.8707652
06-0000032738,0,0,4,1,380,37.53272053,126.8711838
06-0000031675,0,0,4,1,740,37.68926355,127.0510433
06-0000031868,0,0,4,1,560,37.50200145,126.859149
06-0000031954,0,0,0,1,740,37.56205653,126.8530105
06-0000031641,0,0,0,1,440,37.69064138,127.0510746
06-0000031873,0,0,0,1,0,37.48505162,126.8944914
06-0000031961,0,0,4,1,530,37.59121665,127.0304439
06-0000031653,0,0,0,1,300,37.68975357,127.0535057
06-0000031656,0,0,2,6,230,37.68662761,127.0520132
06-0000031878,0,0,4,6,350,37.5753455,127.0350678
06-0000031660,0,0,2,6,230,37.57591884,127.0374669
06-0000031663,0,0,0,1,230,37.54926171,126.9136587
06-0000031766,0,0,2,6,440,37.56593364,127.1777496
06-0000031966,0,0,0,1,740,37.51353814,126.9386153
06-0000031671,0,0,2,1,590,37.55373802,126.9197301
06-0000031885,0,0,0,1,0,37.58087345,127.0851158
06-0000031674,0,0,0,1,200,37.68875818,127.0510519
06-0000031771,0,0,4,6,410,37.56583803,127.1775169
06-0000031887,0,0,0,1,0,37.45074347,126.9058936
06-0000031888,0,0,0,1,0,37.45086681,126.9067861
06-0000031969,0,0,0,1,740,37.55956583,127.1568156
06-0000031972,0,0,0,1,260,37.54642976,127.1703407
06-0000031973,0,0,4,6,540,37.54677693,127.1700955
06-0000031974,0,0,4,1,540,37.5836707,127.054237
06-0000031677,0,0,4,6,740,37.58343791,127.0533974
06-0000031679,0,0,0,1,740,37.55532086,126.9217042
06-0000031680,0,0,0,1,740,37.68947406,127.0510401
06-0000031683,0,0,0,1,230,37.68961054,127.0520331
06-0000031772,0,0,2,6,440,37.68976156,127.0525084
06-0000031773,0,0,2,6,440,37.47580341,126.8988826
06-0000031889,0,0,0,1,0,37.47520841,126.8988383
06-0000031891,0,0,0,1,0,37.56686738,126.9857876
06-0000032654,0,0,0,1,290,37.55925352,127.148017
06-0000032479,0,0,0,1,680,37.55478664,127.0127235
06-0000032481,0,0,0,1,740,37.55462817,127.0143506
06-0000032482,0,0,0,1,740,37.554771,127.01479
06-0000032483,0,0,2,1,740,37.55490946,127.0146439
06-0000032485,0,0,0,1,740,37.5980606,127.0302092
06-0000032657,0,0,0,1,140,37.59782588,127.0317081
06-0000032660,0,0,0,1,140,37.5979393,127.0328284
06-0000032661,0,0,0,1,140,37.59784041,127.0329357
06-0000032662,0,0,0,1,140,37.48176569,127.1306161
06-0000032663,0,0,0,1,140,37.48100873,127.1298879
06-0000032665,0,0,0,1,290,37.60094007,127.0298372
06-0000032666,0,0,0,1,290,37.60094399,127.0299299
06-0000032667,0,0,0,1,290,37.60083739,127.0298755
06-0000032669,0,0,0,1,290,37.59133706,127.0199071
06-0000032671,0,0,0,1,710,37.60065533,127.0302724
06-0000032672,0,0,4,1,710,37.60058609,127.0302712
06-0000032675,0,0,0,1,290,37.60068518,127.0308382
06-0000032573,0,0,0,1,470,37.52797276,126.8689592
06-0000032583,0,0,4,6,680,37.49195707,127.0643715
06-0000031768,0,0,2,6,440,37.56616839,127.1776857
06-0000031648,0,0,0,1,350,37.63014275,127.0254665
06-0000031763,0,0,2,6,440,37.61082211,127.1009584
06-0000031676,0,0,4,1,650,37.68936147,127.051121
06-0000031970,0,0,0,1,740,37.6166925,127.008462
06-0000031681,0,0,0,1,740,37.6895093,127.0517219
